path_text,predicted_compound,confidence,source,ml_top_candidates,structural_candidate
.. / test2 / 1a-1B / 1w / 462 / 4 / fq1list,4,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8037710293593898), ('1 A', 0.005273142187295226), ('1a', 0.004317849196849353), ('1a-1B', 0.004002632841824113), ('1l', 0.003919226042537404)]",{}
.. / test2 / 1a-1B / 1w / 462 / 4 / fid,1w,0.8040439741978531,ML+PATH,"[('1w', 0.8040439741978531), ('1 A', 0.005262274041413291), ('1a', 0.004308185577089231), ('1a-1B', 0.003992939571492672), ('1b', 0.0038745325138927365)]",{}
.. / test2 / 1a-1B / 1w / 462 / 4 / shimvalues,4,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8040439741978531), ('1 A', 0.005262274041413291), ('1a', 0.004308185577089231), ('1a-1B', 0.003992939571492672), ('1b', 0.0038745325138927365)]",{}
.. / test2 / 1a-1B / 1w / 462 / 4 / uxnmr.info,4,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8040439741978531), ('1 A', 0.005262274041413291), ('1a', 0.004308185577089231), ('1a-1B', 0.003992939571492672), ('1b', 0.0038745325138927365)]",{}
.. / test2 / 1a-1B / 1w / 462 / 4 / scon2,4,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8040439741978531), ('1 A', 0.005262274041413291), ('1a', 0.004308185577089231), ('1a-1B', 0.003992939571492672), ('1b', 0.0038745325138927365)]",{}
.. / test2 / 1a-1B / 1w / 462 / 4 / vtc_pid_settings,4,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.7834195635071718), ('1 A', 0.005955133480667408), ('1a', 0.004856417401441172), ('1a-1B', 0.004511098827143272), ('1b', 0.0042185263298312355)]",{}
.. / test2 / 1a-1B / 1w / 462 / 4 / acqu,4,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8040439741978531), ('1 A', 0.005262274041413291), ('1a', 0.004308185577089231), ('1a-1B', 0.003992939571492672), ('1b', 0.0038745325138927365)]",{}
.. / test2 / 1a-1B / 1w / 462 / 4 / acqus,4,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8040439741978531), ('1 A', 0.005262274041413291), ('1a', 0.004308185577089231), ('1a-1B', 0.003992939571492672), ('1b', 0.0038745325138927365)]",{}
.. / test2 / 1a-1B / 1w / 462 / 4 / specpar,4,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8040439741978531), ('1 A', 0.005262274041413291), ('1a', 0.004308185577089231), ('1a-1B', 0.003992939571492672), ('1b', 0.0038745325138927365)]",{}
.. / test2 / 1a-1B / 1w / 1w 13C NMR.mnova,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8455551953702864), ('1a', 0.0035349772087660274), ('1a-1B', 0.0033604924389867763), ('1 A', 0.003304367534448098), ('1b', 0.0031601303702150246)]",{}
.. / test2 / 1a-1B / 1w / 1w 13C NMR,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8983568297470816), ('1a', 0.0023327715896950033), ('1a-1B', 0.002313308307918449), ('1 A', 0.002179448395158135), ('1b', 0.002099968671715013)]",{}
.. / test2 / 1a-1B / 1w / 1w 13C NMR / uxnmr.par,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8361521741654553), ('1a', 0.003769674536265668), ('1a-1B', 0.0037464326352683397), ('1 A', 0.003430544969050816), ('1b', 0.003421184143211146)]",{}
.. / test2 / 1a-1B / 1w / 1w 13C NMR / pulseprogram,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8361521741654553), ('1a', 0.003769674536265668), ('1a-1B', 0.0037464326352683397), ('1 A', 0.003430544969050816), ('1b', 0.003421184143211146)]",{}
.. / test2 / 1a-1B / 1w / 1w 13C NMR / precom.output,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8355038739335668), ('1a', 0.00379019568537513), ('1a-1B', 0.0037684809657179924), ('1 A', 0.003447037666533316), ('1b', 0.0034398812256663325)]",{}
.. / test2 / 1a-1B / 1w / 1w 13C NMR / format.temp,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8361521741654553), ('1a', 0.003769674536265668), ('1a-1B', 0.0037464326352683397), ('1 A', 0.003430544969050816), ('1b', 0.003421184143211146)]",{}
.. / test2 / 1a-1B / 1w / 1w 13C NMR / audita.txt,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8361521741654553), ('1a', 0.003769674536265668), ('1a-1B', 0.0037464326352683397), ('1 A', 0.003430544969050816), ('1b', 0.003421184143211146)]",{}
.. / test2 / 1a-1B / 1w / 1w 13C NMR / pdata,1w,0.882512437892488,ML+PATH,"[('1w', 0.882512437892488), ('1a-1B', 0.002912830180419163), ('1a', 0.00281905922077329), ('1b', 0.0025594552455877793), ('1 B', 0.0024511275286373782)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1w': -2, '1w 13C NMR': -1, 'pdata': 0}"
.. / test2 / 1a-1B / 1w / 1w 13C NMR / pdata / 1,1w,0.869193471438663,ML+PATH,"[('1w', 0.869193471438663), ('1a-1B', 0.0032248695449009004), ('1 B', 0.0030971347545576317), ('1a', 0.003073078725123804), ('1 A', 0.0028812847430887455)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1w': -2, '1w 13C NMR': -1, 'pdata': 0, '1': 1}"
.. / test2 / 1a-1B / 1w / 1w 13C NMR / pdata / 1 / proc,1w,0.8145957032163476,ML+PATH,"[('1w', 0.8145957032163476), ('1a-1B', 0.004492330442817492), ('1a', 0.004332912403685942), ('1 B', 0.0042963468471479485), ('1 A', 0.004025233182664915)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1w': -2, '1w 13C NMR': -1, 'pdata': 0, '1': 1, 'proc': 2}"
.. / test2 / 1a-1B / 1w / 1w 13C NMR / pdata / 1 / title,1w,0.8145957032163476,ML+PATH,"[('1w', 0.8145957032163476), ('1a-1B', 0.004492330442817492), ('1a', 0.004332912403685942), ('1 B', 0.0042963468471479485), ('1 A', 0.004025233182664915)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1w': -2, '1w 13C NMR': -1, 'pdata': 0, '1': 1, 'title': 2}"
.. / test2 / 1a-1B / 1w / 1w 13C NMR / pdata / 1 / auditp.txt,1w,0.8144408619179578,ML+PATH,"[('1w', 0.8144408619179578), ('1a-1B', 0.00449937627246261), ('1a', 0.004339104946379375), ('1 B', 0.004302336101454126), ('1 A', 0.004030618947318272)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1w': -2, '1w 13C NMR': -1, 'pdata': 0, '1': 1, 'auditp.txt': 2}"
.. / test2 / 1a-1B / 1w / 1w 13C NMR / pdata / 1 / 1r,1w,0.8122783345957116,ML+PATH,"[('1w', 0.8122783345957116), ('1r', 0.011263406630042619), ('1a-1B', 0.0043617308038758525), ('1a', 0.004213683213337355), ('1 B', 0.004185851539995192)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1w': -2, '1w 13C NMR': -1, 'pdata': 0, '1': 1, '1r': 2}"
.. / test2 / 1a-1B / 1w / 1w 13C NMR / pdata / 1 / 1i,1w,0.8127568131090577,ML+PATH,"[('1w', 0.8127568131090577), ('1i', 0.011404130223811086), ('1a-1B', 0.004346646607805257), ('1a', 0.004197031254845556), ('1 B', 0.004169788248845598)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1w': -2, '1w 13C NMR': -1, 'pdata': 0, '1': 1, '1i': 2}"
.. / test2 / 1a-1B / 1w / 1w 13C NMR / pdata / 1 / procs,1w,0.8145957032163476,ML+PATH,"[('1w', 0.8145957032163476), ('1a-1B', 0.004492330442817492), ('1a', 0.004332912403685942), ('1 B', 0.0042963468471479485), ('1 A', 0.004025233182664915)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1w': -2, '1w 13C NMR': -1, 'pdata': 0, '1': 1, 'procs': 2}"
.. / test2 / 1a-1B / 1w / 1w 13C NMR / pdata / 1 / outd,1w,0.8145957032163476,ML+PATH,"[('1w', 0.8145957032163476), ('1a-1B', 0.004492330442817492), ('1a', 0.004332912403685942), ('1 B', 0.0042963468471479485), ('1 A', 0.004025233182664915)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1w': -2, '1w 13C NMR': -1, 'pdata': 0, '1': 1, 'outd': 2}"
.. / test2 / 1a-1B / 1w / 1w 13C NMR / pdata / 1 / thumb.png,1w,0.8145957032163476,ML+PATH,"[('1w', 0.8145957032163476), ('1a-1B', 0.004492330442817492), ('1a', 0.004332912403685942), ('1 B', 0.0042963468471479485), ('1 A', 0.004025233182664915)]","{'..': -5, 'test2': -4, '1a-1B': -3, '1w': -2, '1w 13C NMR': -1, 'pdata': 0, '1': 1, 'thumb.png': 2}"
.. / test2 / 1a-1B / 1w / 1w 13C NMR / cpdprg2,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8176785589927459), ('1a', 0.004191474779509908), ('1a-1B', 0.004169182296826008), ('1 A', 0.0038294265478391524), ('1b', 0.003777746897547819)]",{}
.. / test2 / 1a-1B / 1w / 1w 13C NMR / fq1list,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8354200197788092), ('1a', 0.003792999820014202), ('1a-1B', 0.0037712882756191224), ('1 A', 0.003449546953641851), ('1b', 0.0034423985239801142)]",{}
.. / test2 / 1a-1B / 1w / 1w 13C NMR / fid,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8361521741654553), ('1a', 0.003769674536265668), ('1a-1B', 0.0037464326352683397), ('1 A', 0.003430544969050816), ('1b', 0.003421184143211146)]",{}
.. / test2 / 1a-1B / 1w / 1w 13C NMR / shimvalues,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8361521741654553), ('1a', 0.003769674536265668), ('1a-1B', 0.0037464326352683397), ('1 A', 0.003430544969050816), ('1b', 0.003421184143211146)]",{}
.. / test2 / 1a-1B / 1w / 1w 13C NMR / uxnmr.info,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8361521741654553), ('1a', 0.003769674536265668), ('1a-1B', 0.0037464326352683397), ('1 A', 0.003430544969050816), ('1b', 0.003421184143211146)]",{}
.. / test2 / 1a-1B / 1w / 1w 13C NMR / scon2,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8361521741654553), ('1a', 0.003769674536265668), ('1a-1B', 0.0037464326352683397), ('1 A', 0.003430544969050816), ('1b', 0.003421184143211146)]",{}
.. / test2 / 1a-1B / 1w / 1w 13C NMR / vtc_pid_settings,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8193906601428523), ('1a-1B', 0.0042906893903157505), ('1a', 0.004289061051482177), ('1 A', 0.003864067633347757), ('1 B', 0.0037520572161779224)]",{}
.. / test2 / 1a-1B / 1w / 1w 13C NMR / acqu,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8361521741654553), ('1a', 0.003769674536265668), ('1a-1B', 0.0037464326352683397), ('1 A', 0.003430544969050816), ('1b', 0.003421184143211146)]",{}
.. / test2 / 1a-1B / 1w / 1w 13C NMR / acqus,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8361521741654553), ('1a', 0.003769674536265668), ('1a-1B', 0.0037464326352683397), ('1 A', 0.003430544969050816), ('1b', 0.003421184143211146)]",{}
.. / test2 / 1a-1B / 1w / 1w 13C NMR / specpar,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8361521741654553), ('1a', 0.003769674536265668), ('1a-1B', 0.0037464326352683397), ('1 A', 0.003430544969050816), ('1b', 0.003421184143211146)]",{}
.. / test2 / 1a-1B / 1w / 1w 1H NMR.mnova,1w,0.6,STRUCTURE_NO_PDATA,"[('1w', 0.8037524960810841), ('1a-1B', 0.005625396845808836), ('1a', 0.004491348093897689), ('1 A', 0.004213720036478331), ('1b', 0.004015551839102103)]",{}
.. / test2 / 1a-1B / 1p,1p,0.7575866875160897,ML+PATH,"[('1p', 0.7575866875160897), ('1a', 0.006121384902582775), ('1a-1B', 0.005873904658094941), ('1 A', 0.0055790467884084), ('1b', 0.0052929641670198995)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8816471391856745), ('1a', 0.0027240228726200036), ('1a-1B', 0.0026702745548020253), ('1 A', 0.0025480278832063835), ('1b', 0.0024375765551530775)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8928209062495046), ('1a', 0.0024424555240633245), ('1a-1B', 0.002344953083885153), ('1 A', 0.00228186004210297), ('1b', 0.0021829227520987976)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / uxnmr.par,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8713174952470958), ('1a', 0.002921158963735663), ('1a-1B', 0.0028051938927167053), ('1 A', 0.002736345681256061), ('1b', 0.0026165308709259695)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / pulseprogram,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8713174952470958), ('1a', 0.002921158963735663), ('1a-1B', 0.0028051938927167053), ('1 A', 0.002736345681256061), ('1b', 0.0026165308709259695)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / precom.output,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8711804669292441), ('1a', 0.0029257732266133266), ('1a-1B', 0.0028100564014414396), ('1 A', 0.0027404987908076182), ('1b', 0.0026206259142544223)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / format.temp,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8713174952470958), ('1a', 0.0029211589637356656), ('1a-1B', 0.002805193892716708), ('1 A', 0.002736345681256063), ('1b', 0.0026165308709259717)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / audita.txt,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8713174952470958), ('1a', 0.0029211589637356656), ('1a-1B', 0.002805193892716708), ('1 A', 0.002736345681256063), ('1b', 0.0026165308709259717)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / pdata,1p,0.8673511459110966,ML+PATH,"[('1p', 0.8673511459110966), ('1a', 0.003023562136282622), ('1a-1B', 0.002888070893527641), ('1 A', 0.002788431977365515), ('1b', 0.002692771519425678)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 13C NMR': -2, '11': -1, 'pdata': 0}"
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / pdata / 1,1p,0.85661377550087,ML+PATH,"[('1p', 0.85661377550087), ('1 A', 0.003280398305442251), ('1a', 0.003212985878416052), ('1a-1B', 0.0031137107992525313), ('1 B', 0.003093645600363725)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 13C NMR': -2, '11': -1, 'pdata': 0, '1': 1}"
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / pdata / 1 / proc,1p,0.8148544894642027,ML+PATH,"[('1p', 0.8148544894642027), ('1 A', 0.004177070317629448), ('1a', 0.00414211822574282), ('1a-1B', 0.003998684053949317), ('1 B', 0.003951964303194994)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 13C NMR': -2, '11': -1, 'pdata': 0, '1': 1, 'proc': 2}"
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / pdata / 1 / title,1p,0.8148544894642027,ML+PATH,"[('1p', 0.8148544894642027), ('1 A', 0.004177070317629448), ('1a', 0.00414211822574282), ('1a-1B', 0.003998684053949317), ('1 B', 0.003951964303194994)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 13C NMR': -2, '11': -1, 'pdata': 0, '1': 1, 'title': 2}"
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / pdata / 1 / auditp.txt,1p,0.8147425811436111,ML+PATH,"[('1p', 0.8147425811436111), ('1 A', 0.004181385382259593), ('1a', 0.004146796814259762), ('1a-1B', 0.004003774310296694), ('1 B', 0.003956376997569972)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 13C NMR': -2, '11': -1, 'pdata': 0, '1': 1, 'auditp.txt': 2}"
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / pdata / 1 / 1r,1p,0.813395547983766,ML+PATH,"[('1p', 0.813395547983766), ('1r', 0.010030989330280867), ('1 A', 0.004053525010257643), ('1a', 0.004039405161754573), ('1a-1B', 0.0038923734106174057)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 13C NMR': -2, '11': -1, 'pdata': 0, '1': 1, '1r': 2}"
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / pdata / 1 / 1i,1p,0.8133905927348932,ML+PATH,"[('1p', 0.8133905927348932), ('1i', 0.010079712826705656), ('1 A', 0.004071255204007636), ('1a', 0.0040359467081883425), ('1a-1B', 0.0038906406596539234)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 13C NMR': -2, '11': -1, 'pdata': 0, '1': 1, '1i': 2}"
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / pdata / 1 / procs,1p,0.8148544894642027,ML+PATH,"[('1p', 0.8148544894642027), ('1 A', 0.004177070317629448), ('1a', 0.00414211822574282), ('1a-1B', 0.003998684053949317), ('1 B', 0.003951964303194994)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 13C NMR': -2, '11': -1, 'pdata': 0, '1': 1, 'procs': 2}"
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / pdata / 1 / outd,1p,0.8148544894642027,ML+PATH,"[('1p', 0.8148544894642027), ('1 A', 0.004177070317629448), ('1a', 0.00414211822574282), ('1a-1B', 0.003998684053949317), ('1 B', 0.003951964303194994)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 13C NMR': -2, '11': -1, 'pdata': 0, '1': 1, 'outd': 2}"
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / pdata / 1 / thumb.png,1p,0.8148544894642027,ML+PATH,"[('1p', 0.8148544894642027), ('1 A', 0.004177070317629448), ('1a', 0.00414211822574282), ('1a-1B', 0.003998684053949317), ('1 B', 0.003951964303194994)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 13C NMR': -2, '11': -1, 'pdata': 0, '1': 1, 'thumb.png': 2}"
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / cpdprg2,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8643494033990821), ('1a', 0.003088718933039115), ('1a-1B', 0.002966718996884342), ('1 A', 0.0028791175001768635), ('1b', 0.00275554017358867)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / fq1list,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8711085699869963), ('1a', 0.002928039012188418), ('1a-1B', 0.002812238949152195), ('1 A', 0.002742612210835786), ('1l', 0.00263892385947586)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / fid,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8713174952470958), ('1a', 0.0029211589637356656), ('1a-1B', 0.002805193892716708), ('1 A', 0.002736345681256063), ('1b', 0.0026165308709259717)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / shimvalues,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8713174952470958), ('1a', 0.002921158963735663), ('1a-1B', 0.0028051938927167053), ('1 A', 0.002736345681256061), ('1b', 0.0026165308709259695)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / uxnmr.info,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8713174952470958), ('1a', 0.002921158963735663), ('1a-1B', 0.0028051938927167053), ('1 A', 0.002736345681256061), ('1b', 0.0026165308709259695)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / scon2,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8713174952470958), ('1a', 0.002921158963735663), ('1a-1B', 0.0028051938927167053), ('1 A', 0.002736345681256061), ('1b', 0.0026165308709259695)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / vtc_pid_settings,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8648665976611654), ('1a', 0.0031184001949905718), ('1a-1B', 0.0030033967369839038), ('1 A', 0.0029249324526504864), ('1b', 0.0027040448012836007)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / acqu,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8713174952470958), ('1a', 0.0029211589637356656), ('1a-1B', 0.002805193892716708), ('1 A', 0.002736345681256063), ('1b', 0.0026165308709259717)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / acqus,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8713174952470958), ('1a', 0.0029211589637356656), ('1a-1B', 0.002805193892716708), ('1 A', 0.002736345681256063), ('1b', 0.0026165308709259717)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR / 11 / specpar,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8713174952470958), ('1a', 0.002921158963735663), ('1a-1B', 0.0028051938927167053), ('1 A', 0.002736345681256061), ('1b', 0.0026165308709259695)]",{}
.. / test2 / 1a-1B / 1p / 1p 13C NMR.mnova,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8180679085124781), ('1a', 0.004171817209360093), ('1a-1B', 0.003920772296609932), ('1 A', 0.0039038848058851193), ('1b', 0.003708637929863388)]",{}
.. / test2 / 1a-1B / 1p / 1p 1H NMR,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8798189785287915), ('1a-1B', 0.0034532431257863986), ('1a', 0.002751367993133042), ('1 A', 0.002599860161438826), ('1b', 0.002464528456807346)]",{}
.. / test2 / 1a-1B / 1p / 1p 1H NMR / 10,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8899472636294695), ('1a-1B', 0.0029562583919837), ('1a', 0.0024970221246308874), ('1 A', 0.002353018617182328), ('1b', 0.0022335408284191384)]",{}
.. / test2 / 1a-1B / 1p / 1p 1H NMR / 10 / uxnmr.par,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8682091234666035), ('1a-1B', 0.0035032726367290328), ('1a', 0.002979273206062326), ('1 A', 0.0028140899668826873), ('1b', 0.002670710336257988)]",{}
.. / test2 / 1a-1B / 1p / 1p 1H NMR / 10 / pulseprogram,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8682091234666035), ('1a-1B', 0.0035032726367290328), ('1a', 0.002979273206062326), ('1 A', 0.0028140899668826873), ('1b', 0.002670710336257988)]",{}
.. / test2 / 1a-1B / 1p / 1p 1H NMR / 10 / precom.output,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8680704679401329), ('1a-1B', 0.0035090743883077024), ('1a', 0.002983922819701952), ('1 A', 0.002818301594288429), ('1b', 0.0026748391278760947)]",{}
.. / test2 / 1a-1B / 1p / 1p 1H NMR / 10 / format.temp,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8682091234666035), ('1a-1B', 0.0035032726367290328), ('1a', 0.002979273206062326), ('1 A', 0.0028140899668826873), ('1b', 0.002670710336257988)]",{}
.. / test2 / 1a-1B / 1p / 1p 1H NMR / 10 / audita.txt,1p,0.6,STRUCTURE_NO_PDATA,"[('1p', 0.8682091234666035), ('1a-1B', 0.0035032726367290328), ('1a', 0.002979273206062326), ('1 A', 0.0028140899668826873), ('1b', 0.002670710336257988)]",{}
.. / test2 / 1a-1B / 1p / 1p 1H NMR / 10 / pdata,1p,0.8648024931452244,ML+PATH,"[('1p', 0.8648024931452244), ('1a-1B', 0.0035518362033820474), ('1a', 0.0030695188471808457), ('1 A', 0.002853339088488352), ('1b', 0.0027358360418241446)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 1H NMR': -2, '10': -1, 'pdata': 0}"
.. / test2 / 1a-1B / 1p / 1p 1H NMR / 10 / pdata / 1,1p,0.8539749597143852,ML+PATH,"[('1p', 0.8539749597143852), ('1a-1B', 0.003817396865124314), ('1 A', 0.0033530881506611595), ('1a', 0.0032594272460589923), ('1 B', 0.003132670288030345)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 1H NMR': -2, '10': -1, 'pdata': 0, '1': 1}"
.. / test2 / 1a-1B / 1p / 1p 1H NMR / 10 / pdata / 1 / proc,1p,0.8120186008978851,ML+PATH,"[('1p', 0.8120186008978851), ('1a-1B', 0.004839356037000758), ('1 A', 0.004256241188205795), ('1a', 0.004190344890081066), ('1 B', 0.003991301791952857)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 1H NMR': -2, '10': -1, 'pdata': 0, '1': 1, 'proc': 2}"
.. / test2 / 1a-1B / 1p / 1p 1H NMR / 10 / pdata / 1 / title,1p,0.8120186008978851,ML+PATH,"[('1p', 0.8120186008978851), ('1a-1B', 0.004839356037000758), ('1 A', 0.004256241188205795), ('1a', 0.004190344890081066), ('1 B', 0.003991301791952857)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 1H NMR': -2, '10': -1, 'pdata': 0, '1': 1, 'title': 2}"
.. / test2 / 1a-1B / 1p / 1p 1H NMR / 10 / pdata / 1 / auditp.txt,1p,0.8119057379910938,ML+PATH,"[('1p', 0.8119057379910938), ('1a-1B', 0.004845267868442383), ('1 A', 0.004260586630826427), ('1a', 0.0041950330107415595), ('1 B', 0.003995717609381496)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 1H NMR': -2, '10': -1, 'pdata': 0, '1': 1, 'auditp.txt': 2}"
.. / test2 / 1a-1B / 1p / 1p 1H NMR / 10 / pdata / 1 / 1r,1p,0.8105293993759745,ML+PATH,"[('1p', 0.8105293993759745), ('1r', 0.010164226620142705), ('1a-1B', 0.004714987386434951), ('1 A', 0.004131061438696893), ('1a', 0.004086964689854541)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 1H NMR': -2, '10': -1, 'pdata': 0, '1': 1, '1r': 2}"
.. / test2 / 1a-1B / 1p / 1p 1H NMR / 10 / pdata / 1 / 1i,1p,0.8106117145068464,ML+PATH,"[('1p', 0.8106117145068464), ('1i', 0.01003915846005631), ('1a-1B', 0.004713512829028327), ('1 A', 0.00414955179795541), ('1a', 0.004083926135464892)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 1H NMR': -2, '10': -1, 'pdata': 0, '1': 1, '1i': 2}"
.. / test2 / 1a-1B / 1p / 1p 1H NMR / 10 / pdata / 1 / procs,1p,0.8120186008978851,ML+PATH,"[('1p', 0.8120186008978851), ('1a-1B', 0.004839356037000758), ('1 A', 0.004256241188205795), ('1a', 0.004190344890081066), ('1 B', 0.003991301791952857)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 1H NMR': -2, '10': -1, 'pdata': 0, '1': 1, 'procs': 2}"
.. / test2 / 1a-1B / 1p / 1p 1H NMR / 10 / pdata / 1 / outd,1p,0.8120186008978851,ML+PATH,"[('1p', 0.8120186008978851), ('1a-1B', 0.004839356037000758), ('1 A', 0.004256241188205795), ('1a', 0.004190344890081066), ('1 B', 0.003991301791952857)]","{'..': -6, 'test2': -5, '1a-1B': -4, '1p': -3, '1p 1H NMR': -2, '10': -1, 'pdata': 0, '1': 1, 'outd': 2}"
